gr_liv_area,garage_area,garage_cars,total_bsmt_sf,1st_flr_sf,year_remod/add,garage_yr_blt,land_slope,neighborhood,roof_matl,exter_qual,bsmtfin_type_2,saleprice,id,lot_area,house_style,overall_qual,year_built,central_air,full_bath,half_bath,bedroom_abvgr,kitchen_qual,yr_sold,saleprice
1456,390.0,2.0,728.0,728,2006,2005.0,Gtl,CollgCr,CompShg,Gd,Unf,163990,2815,8461,2Story,6,2005,Y,2,1,3,Gd,2006,163990
1330,390.0,1.0,396.0,665,2004,2001.0,Gtl,IDOTRR,CompShg,Fa,Unf,116500,2692,7518,2Story,5,1910,Y,1,0,3,TA,2006,116500
1720,400.0,2.0,840.0,840,2003,2002.0,Gtl,Gilbert,CompShg,Gd,Unf,188000,1090,8010,2Story,7,2002,Y,2,1,3,Gd,2008,188000
1280,432.0,2.0,793.0,1280,1966,1966.0,Gtl,NAmes,CompShg,TA,Unf,175000,1912,10050,SFoyer,5,1966,Y,2,0,3,TA,2007,175000
1179,480.0,2.0,1166.0,1179,1988,1988.0,Gtl,StoneBr,CompShg,Gd,Unf,182000,1634,4740,1Story,8,1988,Y,2,0,2,TA,2007,182000
960,576.0,2.0,850.0,960,1980,1981.0,Gtl,OldTown,CompShg,Gd,Unf,103000,1974,6978,1Story,5,1926,Y,1,0,2,TA,2007,103000
2633,804.0,3.0,2633.0,2633,2002,2001.0,Gtl,NoRidge,CompShg,Ex,Unf,466500,1764,11400,1Story,10,2001,Y,2,1,2,Ex,2007,466500
988,297.0,1.0,988.0,988,1998,1959.0,Gtl,NAmes,CompShg,Gd,Unf,149500,634,9240,1Story,6,1959,Y,2,0,3,Gd,2009,149500
1055,319.0,1.0,1061.0,1055,1978,1978.0,Gtl,NPkVill,CompShg,TA,Unf,142500,1683,2304,1Story,7,1978,Y,2,0,2,TA,2007,142500
1422,352.0,1.0,1290.0,1422,1950,1973.0,Gtl,Crawfor,CompShg,TA,Unf,136500,2199,7223,1Story,5,1926,Y,1,0,3,TA,2007,136500
1320,484.0,2.0,630.0,630,1994,1993.0,Gtl,NAmes,CompShg,TA,Unf,137000,2789,3612,2Story,6,1993,Y,2,1,3,TA,2006,137000
1688,528.0,2.0,1675.0,1688,1988,1988.0,Gtl,NWAmes,CompShg,Gd,Unf,226500,1018,12680,1Story,7,1988,Y,2,0,2,Ex,2008,226500
1341,506.0,2.0,1300.0,1341,1990,1990.0,Gtl,Gilbert,CompShg,TA,Unf,171500,14,10176,1Story,7,1990,Y,1,1,2,Gd,2010,171500
954,576.0,2.0,911.0,954,1976,1976.0,Gtl,CollgCr,CompShg,TA,Unf,132500,2782,10780,SLvl,5,1976,Y,1,0,3,TA,2006,132500
1040,400.0,2.0,0.0,1040,1950,1949.0,Gtl,NAmes,CompShg,TA,NONE,87500,2626,8544,1Story,3,1949,N,2,0,2,TA,2006,87500
1789,546.0,2.0,858.0,872,2001,2001.0,Gtl,Somerst,CompShg,TA,Unf,223000,1175,10646,2Story,7,2001,Y,2,1,3,TA,2008,223000
1537,462.0,2.0,1319.0,1537,2005,1962.0,Gtl,NAmes,CompShg,Gd,Unf,174000,1232,8400,1Story,6,1962,Y,1,1,3,Gd,2008,174000
884,270.0,1.0,884.0,884,1991,1951.0,Gtl,NAmes,CompShg,TA,Unf,142000,2590,15428,1Story,5,1951,Y,1,0,2,TA,2006,142000
1489,776.0,2.0,1489.0,1489,2006,2006.0,Gtl,Somerst,CompShg,Gd,Unf,232600,2463,11216,1Story,8,2006,Y,2,0,3,Gd,2006,232600
1309,484.0,2.0,1040.0,1309,1999,1974.0,Gtl,NWAmes,CompShg,TA,LwQ,181000,2358,10140,1Story,6,1974,Y,1,1,3,Gd,2006,181000
2521,576.0,2.0,942.0,1291,1973,1973.0,Gtl,MeadowV,CompShg,TA,Unf,151400,2911,3964,2Story,6,1973,Y,2,1,5,TA,2006,151400
1634,866.0,3.0,1626.0,1634,2006,2006.0,Gtl,NridgHt,CompShg,Gd,Unf,250000,1699,11428,1Story,8,2006,Y,2,0,3,Gd,2007,250000
1714,496.0,2.0,980.0,980,1988,1988.0,Gtl,NWAmes,CompShg,TA,Unf,196500,115,10421,2Story,7,1988,Y,2,1,3,TA,2010,196500
2454,576.0,2.0,819.0,1312,1987,1950.0,Gtl,OldTown,CompShg,TA,Unf,185000,1998,13500,2.5Unf,7,1879,Y,2,0,3,TA,2007,185000
1216,336.0,1.0,1216.0,1216,1969,1969.0,Gtl,NWAmes,CompShg,TA,Unf,113000,589,9000,1Story,6,1969,Y,1,0,3,TA,2009,113000
1419,567.0,2.0,1419.0,1419,2007,2007.0,Gtl,StoneBr,CompShg,Gd,Unf,392000,1641,8089,1Story,8,2007,Y,2,0,2,Gd,2007,392000
980,0.0,0.0,945.0,980,1975,1978.7077955601446,Gtl,Edwards,Tar&Grv,TA,Unf,127500,2821,9400,SFoyer,6,1975,Y,2,0,4,TA,2006,127500
1573,440.0,2.0,756.0,769,2000,2000.0,Gtl,Somerst,CompShg,Gd,Unf,177000,1846,2117,2Story,6,2000,Y,2,1,3,Gd,2007,177000
2443,744.0,3.0,1158.0,1158,2004,2004.0,Gtl,Somerst,CompShg,Gd,Unf,265000,1805,10625,2Story,6,2004,Y,2,1,4,Gd,2007,265000
2362,1105.0,2.0,1220.0,1220,1998,1998.0,Gtl,Somerst,CompShg,Gd,Unf,312500,1853,8413,2Story,8,1998,Y,2,1,3,Gd,2007,312500
2775,880.0,2.0,1237.0,1521,2000,1988.0,Gtl,OldTown,CompShg,Ex,Unf,325000,1321,13500,2.5Unf,10,1893,Y,3,1,3,Gd,2008,325000
2014,864.0,3.0,2014.0,2014,1980,1980.0,Gtl,Veenker,CompShg,Gd,Rec,275000,564,15676,1Story,8,1980,Y,2,0,2,Gd,2009,275000
2520,721.0,3.0,1203.0,1214,1995,1995.0,Gtl,NoRidge,CompShg,Gd,Unf,290000,1771,9950,2Story,7,1995,Y,2,1,4,Gd,2007,290000
1494,461.0,2.0,1208.0,1494,2002,1974.0,Gtl,Sawyer,CompShg,TA,GLQ,169000,90,15410,1Story,6,1974,Y,2,0,3,TA,2010,169000
616,205.0,1.0,616.0,616,1950,1921.0,Gtl,BrkSide,CompShg,TA,Unf,89000,2684,6000,1Story,5,1921,Y,1,0,2,TA,2006,89000
1465,393.0,2.0,789.0,789,1998,1998.0,Gtl,Gilbert,CompShg,TA,Unf,180400,13,8402,2Story,6,1998,Y,2,1,3,TA,2010,180400
1629,880.0,3.0,3206.0,1629,2004,2003.0,Gtl,NridgHt,CompShg,Gd,NONE,284000,445,10655,1Story,8,2003,Y,2,0,3,Gd,2009,284000
912,275.0,1.0,912.0,912,1958,1958.0,Gtl,NAmes,CompShg,TA,Unf,114500,1914,10150,1Story,5,1958,Y,1,0,2,TA,2007,114500
1552,782.0,3.0,1552.0,1552,2006,2005.0,Gtl,CollgCr,CompShg,Gd,Unf,212900,2811,10084,1Story,7,2005,Y,2,0,3,Gd,2006,212900
1430,605.0,2.0,1413.0,1430,2002,2001.0,Gtl,CollgCr,CompShg,Gd,Unf,187100,850,16285,1Story,7,2001,Y,2,0,3,Gd,2009,187100
1458,440.0,2.0,729.0,729,1999,1999.0,Gtl,Somerst,CompShg,TA,Unf,176000,1844,3230,2Story,6,1999,Y,2,1,2,TA,2007,176000
1488,552.0,2.0,1488.0,1488,1968,1968.0,Gtl,Crawfor,CompShg,TA,Unf,215000,2225,21579,1Story,6,1968,Y,2,0,3,TA,2007,215000
1582,520.0,2.0,770.0,770,2004,2004.0,Gtl,CollgCr,CompShg,Gd,Unf,185900,1477,8320,2Story,7,2004,Y,2,1,3,Gd,2008,185900
864,660.0,2.0,864.0,864,1970,1989.0,Gtl,NAmes,CompShg,TA,BLQ,120500,399,6960,1Story,4,1970,Y,1,0,3,Gd,2009,120500
1838,372.0,2.0,732.0,734,2005,2005.0,Gtl,Gilbert,CompShg,Gd,Unf,192140,2431,21930,2Story,5,2005,Y,2,1,4,TA,2006,192140
816,264.0,1.0,816.0,816,2008,1982.0,Gtl,Mitchel,CompShg,Gd,Unf,130500,1605,6600,1Story,5,1982,Y,1,0,3,Gd,2008,130500
1529,240.0,1.0,0.0,1088,1950,1945.0,Gtl,Edwards,CompShg,TA,NONE,98000,897,8405,1.5Fin,4,1945,N,2,0,4,TA,2009,98000
2276,1348.0,3.0,2271.0,2276,2008,2008.0,Gtl,CollgCr,CompShg,Gd,Unf,475000,1426,11778,1Story,9,2008,Y,2,0,3,Ex,2008,475000
1077,338.0,1.0,961.0,1077,1950,1920.0,Gtl,IDOTRR,CompShg,TA,Unf,67000,2240,8967,1Story,5,1920,Y,1,0,2,TA,2007,67000
2161,789.0,3.0,1582.0,1610,2007,2007.0,Gtl,NridgHt,CompShg,Gd,Unf,325624,1706,10562,2Story,8,2007,Y,1,1,3,Ex,2007,325624
1409,576.0,2.0,1409.0,1409,2002,2002.0,Gtl,Mitchel,CompShg,Gd,Unf,245000,2252,12864,1Story,7,2002,Y,1,1,1,Gd,2007,245000
1114,576.0,2.0,1114.0,1114,2004,2004.0,Gtl,SawyerW,CompShg,TA,Unf,159000,1136,13695,1Story,5,2004,Y,1,1,3,Gd,2008,159000
1073,515.0,2.0,1073.0,1073,1965,1965.0,Gtl,NAmes,CompShg,TA,Unf,156000,1877,10289,1Story,5,1965,Y,1,1,3,TA,2007,156000
2402,672.0,3.0,3094.0,2402,2008,2008.0,Gtl,NridgHt,CompShg,Ex,ALQ,555000,424,15431,1Story,10,2008,Y,2,0,2,Ex,2009,555000
1232,516.0,2.0,1232.0,1232,1984,1984.0,Gtl,Veenker,CompShg,TA,Unf,162500,1182,11120,1Story,6,1984,Y,2,0,3,TA,2008,162500
1440,920.0,4.0,1344.0,1440,1993,1993.0,Gtl,SawyerW,CompShg,Gd,GLQ,224500,2750,9069,SFoyer,6,1993,Y,2,0,2,Gd,2006,224500
1488,738.0,2.0,1488.0,1488,1950,1950.0,Gtl,Gilbert,CompShg,TA,Unf,133000,1016,47280,1Story,6,1950,Y,2,1,3,TA,2008,133000
1509,393.0,2.0,783.0,807,2003,2003.0,Gtl,Gilbert,CompShg,Gd,Unf,180000,2436,7875,2Story,7,2003,Y,2,1,3,Gd,2006,180000
845,264.0,1.0,845.0,845,2005,1982.0,Gtl,Mitchel,CompShg,TA,Unf,134500,1607,6600,1Story,5,1982,Y,1,0,3,Gd,2008,134500
2945,641.0,3.0,1410.0,1426,2006,2006.0,Gtl,StoneBr,CompShg,Ex,Unf,438780,2337,13682,2Story,10,2006,Y,3,1,3,Gd,2006,438780
1431,296.0,1.0,1099.0,1431,1962,1962.0,Gtl,NAmes,Tar&Grv,TA,Unf,165000,1233,9150,SLvl,6,1962,Y,1,0,3,TA,2008,165000
892,288.0,1.0,892.0,892,1967,1967.0,Gtl,NAmes,CompShg,TA,Unf,100000,419,7150,1Story,5,1967,Y,1,0,3,TA,2009,100000
1329,441.0,2.0,1329.0,1329,1960,1960.0,Gtl,NAmes,CompShg,TA,Unf,176000,633,12285,1Story,7,1960,Y,1,1,3,TA,2009,176000
1779,454.0,2.0,1763.0,1779,1974,1955.0,Gtl,Sawyer,CompShg,TA,Rec,170000,2722,17920,1Story,5,1955,Y,1,1,3,TA,2006,170000
1555,660.0,3.0,1373.0,1555,2007,2007.0,Gtl,Blmngtn,CompShg,Gd,Unf,174000,469,3684,1Story,7,2007,Y,2,0,2,Gd,2009,174000
1236,384.0,1.0,768.0,788,1950,1985.0,Gtl,IDOTRR,CompShg,TA,Unf,127000,1365,7006,1.5Fin,6,1925,Y,2,0,3,TA,2008,127000
1651,450.0,2.0,831.0,873,1999,1999.0,Gtl,Gilbert,CompShg,TA,Unf,185900,1098,8390,2Story,7,1999,Y,2,1,3,TA,2008,185900
886,273.0,1.0,190.0,886,1996,1938.0,Gtl,OldTown,CompShg,TA,Unf,91300,711,5784,1Story,5,1938,Y,1,0,2,TA,2009,91300
1700,544.0,2.0,1682.0,1700,2003,2003.0,Gtl,CollgCr,CompShg,Gd,Unf,200000,2808,9135,1Story,6,2003,Y,2,0,3,Gd,2006,200000
1846,315.0,1.0,1040.0,1168,1950,1949.0,Gtl,NAmes,CompShg,TA,Unf,143000,1959,10496,1.5Fin,6,1949,Y,2,0,3,TA,2007,143000
1920,451.0,2.0,1052.0,1252,1958,1958.0,Gtl,Sawyer,CompShg,Gd,BLQ,172500,2720,13650,1.5Fin,5,1958,Y,2,0,4,Gd,2006,172500
1088,520.0,2.0,1088.0,1088,1963,2002.0,Gtl,Edwards,CompShg,TA,LwQ,110000,2170,8308,1Story,4,1963,Y,1,0,2,TA,2007,110000
1362,768.0,3.0,1040.0,1362,1957,1982.0,Gtl,NAmes,CompShg,TA,Unf,140000,603,9450,1Story,4,1957,Y,1,0,3,TA,2009,140000
1314,440.0,2.0,1314.0,1314,2006,2006.0,Gtl,CollgCr,CompShg,Gd,Unf,176432,2113,9317,1Story,6,2006,Y,2,0,3,Gd,2007,176432
1294,496.0,2.0,1278.0,1294,1991,1991.0,Gtl,SawyerW,CompShg,TA,Unf,179200,1146,7153,1Story,6,1991,Y,2,0,3,Gd,2008,179200
1274,508.0,2.0,1274.0,1274,2007,2005.0,Gtl,CollgCr,CompShg,Gd,Unf,203000,2105,8814,1Story,7,2005,Y,2,0,3,Gd,2007,203000
1689,954.0,3.0,1689.0,1689,2007,2007.0,Gtl,Somerst,CompShg,Gd,Unf,248328,1786,9849,1Story,7,2007,Y,2,0,3,Gd,2007,248328
1641,885.0,3.0,1641.0,1641,2008,2008.0,Gtl,Timber,CompShg,Ex,Unf,316500,961,14463,1Story,9,2008,Y,2,0,3,Ex,2009,316500
1079,249.0,1.0,570.0,617,1950,1948.0,Gtl,Edwards,CompShg,TA,Unf,125600,1405,5190,1.5Fin,7,1948,Y,1,0,2,TA,2008,125600
984,308.0,1.0,984.0,984,1959,1959.0,Gtl,OldTown,CompShg,TA,Unf,110000,1324,9750,1Story,5,1959,Y,1,0,2,Fa,2008,110000
960,308.0,1.0,960.0,960,1950,1997.0,Gtl,OldTown,CompShg,TA,Unf,108500,1986,6000,1Story,4,1920,Y,1,0,2,Fa,2007,108500
1044,504.0,2.0,540.0,1044,1952,1952.0,Mod,IDOTRR,CompShg,Fa,Unf,55993,307,8712,1Story,5,1952,N,1,0,2,Fa,2010,55993
1633,240.0,1.0,1027.0,1027,2009,1948.0,Gtl,OldTown,CompShg,TA,Unf,129000,180,11851,1.5Fin,5,1948,Y,1,0,3,Gd,2010,129000
1137,551.0,2.0,1112.0,1137,1987,1987.0,Gtl,Timber,CompShg,TA,LwQ,176000,2896,13811,1Story,6,1987,Y,2,0,2,Gd,2006,176000
1380,364.0,1.0,1380.0,1380,1963,1963.0,Gtl,NAmes,CompShg,TA,Unf,154000,668,10143,1Story,6,1963,Y,1,1,3,TA,2009,154000
1256,578.0,2.0,1256.0,1256,1986,1986.0,Gtl,Timber,CompShg,Gd,Rec,180000,1582,18265,1Story,6,1986,Y,2,0,3,Gd,2008,180000
1142,528.0,2.0,1142.0,1142,1976,1976.0,Gtl,MeadowV,CompShg,TA,Unf,134000,2285,4224,1Story,5,1976,Y,1,1,3,TA,2007,134000
2158,576.0,2.0,1202.0,2158,2001,1950.0,Gtl,Edwards,CompShg,TA,Unf,243000,2079,12615,1Story,6,1950,Y,2,0,4,Gd,2007,243000
1629,808.0,3.0,1616.0,1629,2003,2002.0,Gtl,Timber,CompShg,Gd,Unf,270000,2272,14536,1Story,8,2002,Y,2,0,3,Gd,2007,270000
1080,484.0,2.0,1084.0,1080,1983,1983.0,Gtl,Mitchel,CompShg,TA,Unf,134000,2250,9187,1Story,6,1983,Y,1,1,3,TA,2007,134000
2646,656.0,3.0,1347.0,1372,1993,1993.0,Mod,NoRidge,CompShg,Gd,Unf,260000,502,9900,2Story,7,1993,Y,2,1,4,Gd,2009,260000
1491,484.0,2.0,738.0,738,2006,2006.0,Gtl,CollgCr,CompShg,Gd,Unf,168675,2166,8333,2Story,7,2006,Y,2,1,3,Gd,2007,168675
1694,398.0,2.0,392.0,924,1994,1994.0,Gtl,Gilbert,CompShg,TA,Unf,160000,1622,10147,SLvl,6,1994,Y,2,1,3,TA,2007,160000
1080,0.0,0.0,684.0,684,1996,1978.7077955601446,Gtl,OldTown,CompShg,TA,Unf,95000,1299,5914,1.5Fin,5,1890,Y,1,0,3,Gd,2008,95000
1422,440.0,2.0,704.0,704,2006,2005.0,Gtl,CollgCr,CompShg,Gd,Unf,173000,832,11646,2Story,6,2005,Y,2,1,3,Gd,2009,173000
1301,572.0,2.0,1293.0,1301,2006,2006.0,Gtl,Somerst,CompShg,Gd,Unf,187750,2470,7200,1Story,7,2006,Y,2,0,2,Gd,2006,187750
2093,542.0,2.0,791.0,1236,1991,1986.0,Gtl,NWAmes,CompShg,TA,Unf,215000,1017,20544,2Story,7,1986,Y,2,1,3,TA,2008,215000
1073,270.0,1.0,1073.0,1073,1967,1967.0,Gtl,Sawyer,CompShg,TA,Unf,120000,1384,9981,1Story,5,1967,Y,1,0,3,TA,2008,120000
1506,672.0,2.0,1494.0,1506,2006,2005.0,Gtl,Somerst,CompShg,Gd,Unf,249000,1790,8251,1Story,7,2005,Y,2,0,3,Gd,2007,249000
1334,477.0,2.0,1334.0,1334,1967,1967.0,Gtl,NWAmes,CompShg,TA,LwQ,164500,2530,10140,1Story,7,1967,Y,2,0,3,TA,2006,164500
1295,312.0,1.0,0.0,1295,1986,1986.0,Gtl,NAmes,CompShg,Gd,NONE,230000,2893,8239,1Story,7,1986,Y,2,0,2,Gd,2006,230000
1344,456.0,2.0,672.0,672,1990,1979.0,Gtl,OldTown,CompShg,TA,Unf,140000,2027,5700,2Story,7,1929,N,1,1,3,Gd,2007,140000
732,240.0,1.0,732.0,732,1952,1952.0,Gtl,NAmes,CompShg,TA,BLQ,118900,683,7200,1Story,5,1952,Y,1,0,2,TA,2009,118900
1468,904.0,3.0,1468.0,1468,2008,2008.0,Gtl,CollgCr,CompShg,Gd,Unf,239900,823,9178,1Story,8,2008,Y,2,0,3,Gd,2009,239900
1069,440.0,2.0,1069.0,1069,1975,1975.0,Gtl,NPkVill,CompShg,TA,BLQ,146300,2374,4043,1Story,6,1975,Y,2,0,2,TA,2006,146300
1040,499.0,2.0,1040.0,1040,1975,1975.0,Gtl,MeadowV,CompShg,TA,Unf,124000,1594,4224,1Story,5,1975,Y,1,0,3,TA,2008,124000
999,308.0,1.0,925.0,999,1963,1963.0,Gtl,Sawyer,CompShg,TA,Unf,130000,2049,11235,SFoyer,5,1963,Y,1,0,3,TA,2007,130000
1349,539.0,2.0,1349.0,1349,2001,2000.0,Gtl,SawyerW,CompShg,TA,Unf,179000,1813,8450,1Story,7,2000,Y,2,0,3,TA,2007,179000
1442,500.0,2.0,1424.0,1442,1990,1990.0,Gtl,Gilbert,CompShg,TA,Unf,180500,365,11851,1Story,7,1990,Y,2,0,3,TA,2009,180500
747,220.0,1.0,747.0,747,1950,1945.0,Gtl,OldTown,CompShg,TA,Unf,80000,176,4608,1Story,4,1945,Y,1,0,2,TA,2010,80000
1578,840.0,3.0,1573.0,1578,2009,2008.0,Gtl,Somerst,CompShg,Gd,Unf,287090,510,9262,1Story,8,2008,Y,2,0,3,Ex,2009,287090
882,308.0,1.0,0.0,882,1956,1956.0,Gtl,OldTown,CompShg,TA,NONE,97000,1326,12702,1Story,5,1956,Y,1,0,2,TA,2008,97000
1511,398.0,2.0,1368.0,1511,2002,2002.0,Gtl,Blmngtn,CompShg,Gd,Unf,246990,2423,2938,1Story,7,2002,Y,2,0,2,Gd,2006,246990
1128,480.0,2.0,1302.0,1128,1964,1964.0,Gtl,Gilbert,CompShg,TA,Unf,154204,1631,18160,1Story,6,1964,Y,1,0,3,TA,2007,154204
1312,495.0,2.0,1312.0,1312,2001,1958.0,Gtl,NAmes,Tar&Grv,TA,Unf,186000,1263,11355,1Story,7,1958,Y,1,1,3,TA,2008,186000
1302,264.0,1.0,630.0,630,1972,1972.0,Gtl,BrDale,CompShg,TA,Unf,111750,1046,1680,2Story,5,1972,Y,2,1,3,TA,2008,111750
2696,958.0,3.0,2846.0,2696,2004,2003.0,Mod,NridgHt,CompShg,Ex,Unf,500000,47,14300,1Story,9,2003,Y,2,1,3,Ex,2010,500000
1356,484.0,2.0,628.0,628,2007,2007.0,Gtl,CollgCr,CompShg,Gd,Unf,177439,1424,10616,2Story,7,2007,Y,2,1,3,Gd,2008,177439
2184,836.0,3.0,1104.0,1130,2008,2008.0,Gtl,NridgHt,CompShg,Ex,Unf,335000,429,11308,2Story,9,2008,Y,2,1,3,Ex,2009,335000
1964,483.0,2.0,803.0,1098,1976,1976.0,Gtl,NWAmes,CompShg,TA,Unf,205000,1031,10480,2Story,7,1976,Y,2,1,4,TA,2008,205000
1321,484.0,2.0,1312.0,1321,1990,1990.0,Gtl,StoneBr,CompShg,Gd,Unf,212000,1635,5118,1Story,8,1990,Y,1,0,1,Gd,2007,212000
1646,525.0,2.0,1594.0,1646,2005,2004.0,Mod,Crawfor,CompShg,Gd,Unf,246000,309,3811,1Story,8,2004,Y,2,0,2,Gd,2010,246000
1260,598.0,2.0,1260.0,1260,1983,1983.0,Gtl,NWAmes,CompShg,Gd,Unf,181900,1020,10825,1Story,7,1983,Y,2,0,3,TA,2008,181900
1316,484.0,2.0,926.0,926,2001,1974.0,Gtl,OldTown,CompShg,TA,ALQ,130000,178,5500,1.5Fin,5,1929,Y,1,0,3,TA,2010,130000
1432,360.0,2.0,264.0,768,2002,1910.0,Gtl,OldTown,CompShg,TA,Unf,132000,1975,9600,2Story,5,1910,Y,2,0,2,TA,2007,132000
1958,499.0,2.0,779.0,1029,2001,1994.0,Gtl,SawyerW,CompShg,Gd,Unf,220000,2096,9317,2Story,7,1994,Y,2,1,3,Gd,2007,220000
1788,522.0,2.0,1753.0,1788,2001,2001.0,Gtl,CollgCr,CompShg,Gd,Unf,236500,865,11838,1Story,8,2001,Y,2,0,3,Ex,2009,236500
1935,552.0,2.0,832.0,832,2009,2009.0,Gtl,Somerst,CompShg,Gd,Unf,263435,385,8004,2Story,8,2009,Y,2,1,3,TA,2009,263435
1969,400.0,2.0,1272.0,1272,1958,1938.0,Gtl,IDOTRR,CompShg,TA,Unf,141000,1362,6876,1.5Fin,6,1938,Y,2,0,4,TA,2008,141000
1986,434.0,2.0,847.0,847,2003,2003.0,Gtl,Gilbert,CompShg,Gd,Unf,213000,1091,8396,2Story,7,2003,Y,2,1,4,Gd,2008,213000
1214,520.0,2.0,1214.0,1214,2010,2010.0,Gtl,Timber,CompShg,Gd,Unf,179781,317,9803,1Story,7,2009,Y,2,0,2,Gd,2010,179781
1342,550.0,2.0,1342.0,1342,2007,2007.0,Gtl,NridgHt,CompShg,Gd,Unf,234250,1076,6240,1Story,8,2006,Y,2,0,2,Gd,2008,234250
2898,665.0,2.0,1565.0,2898,1976,1976.0,Gtl,Timber,WdShake,Gd,LwQ,287000,1573,15498,1Story,8,1976,Y,2,0,2,Gd,2008,287000
2004,644.0,3.0,870.0,878,2002,2002.0,Gtl,Gilbert,CompShg,Gd,Unf,257500,485,12891,2Story,8,2002,Y,2,1,4,Gd,2009,257500
986,180.0,1.0,960.0,986,1950,1926.0,Gtl,BrkSide,CompShg,TA,Unf,102000,2021,6180,1Story,6,1926,N,1,0,2,TA,2007,102000
1108,280.0,1.0,637.0,1108,1950,1930.0,Gtl,IDOTRR,CompShg,TA,Unf,139400,2032,7449,1.5Unf,7,1930,Y,1,0,3,Gd,2007,139400
1214,936.0,3.0,672.0,694,1950,1998.0,Gtl,OldTown,CompShg,TA,Unf,105000,2604,10410,1.5Fin,3,1915,Y,1,0,3,TA,2006,105000
2217,621.0,2.0,2217.0,2217,1970,1970.0,Mod,NAmes,Tar&Grv,Gd,Rec,268000,1615,15865,1Story,8,1970,Y,2,0,4,Gd,2007,268000
2201,432.0,2.0,697.0,1575,1966,1966.0,Gtl,Edwards,Tar&Grv,Gd,Unf,274970,2736,19690,SLvl,6,1966,Y,2,0,4,Gd,2006,274970
1220,397.0,2.0,1220.0,1220,2006,2005.0,Gtl,Blmngtn,CompShg,Gd,Unf,180000,473,3182,1Story,7,2005,Y,2,0,2,Gd,2009,180000
1378,360.0,2.0,689.0,689,2005,1928.0,Gtl,OldTown,CompShg,TA,Unf,161000,1316,9600,2Story,7,1928,Y,2,0,3,Gd,2008,161000
930,308.0,1.0,0.0,930,2006,1946.0,Gtl,Edwards,CompShg,TA,NONE,84900,244,11100,1Story,4,1946,Y,1,0,2,Gd,2010,84900
988,264.0,1.0,988.0,988,1958,1958.0,Gtl,NAmes,CompShg,TA,Unf,119000,152,13587,1Story,5,1958,Y,1,0,2,TA,2010,119000
1964,892.0,3.0,1964.0,1964,2006,2005.0,Gtl,Timber,CompShg,Gd,Unf,370000,1588,11447,1Story,8,2005,Y,2,1,3,Gd,2008,370000
1270,524.0,2.0,1270.0,1270,2006,2005.0,Gtl,CollgCr,CompShg,Gd,Unf,175900,2111,7242,1Story,7,2005,Y,2,0,2,Gd,2007,175900
2240,528.0,2.0,0.0,1120,1979,1979.0,Gtl,SawyerW,CompShg,TA,NONE,142953,813,7018,2Story,5,1979,Y,2,0,6,TA,2009,142953
1494,478.0,2.0,1494.0,1494,1995,1994.0,Gtl,Veenker,CompShg,Gd,ALQ,279700,1854,9466,1Story,8,1994,Y,1,1,1,Gd,2007,279700
1364,331.0,1.0,1179.0,1364,1957,1957.0,Gtl,NAmes,CompShg,TA,Unf,132000,2575,8400,1Story,5,1957,Y,1,1,3,TA,2006,132000
2153,736.0,3.0,1440.0,1476,2000,2000.0,Gtl,CollgCr,CompShg,Gd,Unf,313000,867,11050,2Story,9,2000,Y,2,1,3,Ex,2009,313000
1336,570.0,1.0,637.0,897,1950,1994.0,Mod,IDOTRR,CompShg,TA,Unf,108000,2879,11040,1.5Fin,4,1920,Y,1,1,3,TA,2006,108000
1656,397.0,2.0,746.0,760,2004,2003.0,Gtl,Edwards,CompShg,Gd,Unf,165400,1494,6931,2Story,7,2003,Y,2,1,3,Gd,2008,165400
1499,473.0,2.0,781.0,795,1995,1995.0,Gtl,CollgCr,CompShg,Gd,Unf,187000,2771,12438,2Story,6,1995,Y,2,1,3,Gd,2006,187000
2794,810.0,3.0,1462.0,1490,1996,1995.0,Gtl,NoRidge,CompShg,Gd,Unf,403000,496,15138,2Story,8,1995,Y,2,1,4,Ex,2009,403000
2030,551.0,2.0,848.0,1118,1976,1976.0,Gtl,NWAmes,CompShg,TA,Unf,195000,1651,12046,2Story,6,1976,Y,2,1,4,Gd,2007,195000
1254,525.0,2.0,1218.0,1254,1961,1961.0,Gtl,NAmes,CompShg,TA,Unf,158500,1913,9600,SLvl,6,1961,Y,1,0,3,TA,2007,158500
1989,586.0,2.0,1065.0,1091,2002,2002.0,Gtl,CollgCr,CompShg,Gd,Unf,255000,2790,11367,2Story,8,2002,Y,2,1,3,Gd,2006,255000
1898,484.0,2.0,1898.0,1898,1956,1956.0,Gtl,Crawfor,CompShg,TA,Unf,236500,1541,26073,1Story,5,1956,Y,2,1,3,TA,2008,236500
988,360.0,1.0,988.0,988,1966,1974.0,Gtl,NAmes,CompShg,TA,Unf,129250,1684,7150,1Story,5,1966,Y,1,0,3,TA,2007,129250
1801,484.0,2.0,1501.0,1801,1997,1959.0,Gtl,Crawfor,CompShg,TA,Unf,289000,301,15602,1Story,7,1959,Y,2,0,1,TA,2010,289000
1872,484.0,2.0,0.0,936,1976,1976.0,Gtl,Mitchel,CompShg,TA,NONE,100000,1569,10260,2Story,5,1976,Y,2,2,4,TA,2008,100000
2439,560.0,2.0,1531.0,1531,2001,2001.0,Gtl,CollgCr,CompShg,Gd,Unf,275000,2153,12728,2Story,8,2001,Y,2,1,4,Gd,2007,275000
