id,lot_area,house_style,overall_qual,year_built,central_air,full_bath,half_bath,bedroom_abvgr,kitchen_qual,yr_sold,saleprice
1301,12000,1Story,5,1948,Y,1,0,2,Gd,2008,147000
396,7830,1Story,5,1970,Y,1,1,2,TA,2009,128000
2663,8850,2.5Unf,7,1916,Y,1,0,3,TA,2006,144000
50,7132,1Story,8,2006,Y,2,0,2,Gd,2010,205000
886,9937,1Story,5,1964,Y,1,0,3,TA,2009,167000
696,5720,1.5Fin,5,1941,Y,1,1,3,TA,2009,66500
2454,12585,2Story,8,1993,Y,2,1,3,Gd,2006,315000
2106,11103,2Story,7,2006,Y,2,1,3,Gd,2007,155835
353,8013,1Story,8,1995,Y,2,0,2,Gd,2009,239500
441,10872,1Story,9,2006,Y,2,0,2,Ex,2009,300000
2270,11305,1Story,8,2002,Y,2,0,2,Gd,2007,282000
1924,9100,1Story,5,1960,Y,1,0,3,TA,2007,120000
1402,39104,1Story,7,1954,Y,1,0,2,TA,2008,241500
1070,10110,1Story,9,2008,Y,2,0,2,Ex,2008,336860
2696,9786,1Story,3,1922,N,1,0,3,TA,2006,91000
1840,5330,1Story,8,2006,Y,2,1,2,Gd,2007,207500
1562,3811,1Story,7,2004,Y,2,0,2,Ex,2008,250000
2426,3010,1Story,7,2005,Y,2,0,2,Gd,2006,167240
1162,3435,1Story,7,2004,Y,2,0,1,Gd,2008,178000
1874,10800,1Story,6,1963,Y,1,0,3,TA,2007,127000
111,10456,1Story,6,1967,Y,2,0,4,TA,2010,218500
1207,8475,1Story,4,1956,Y,1,0,2,TA,2008,135750
140,8197,1Story,7,2003,Y,2,0,3,Gd,2010,214000
545,10994,1Story,8,2005,Y,2,0,2,Gd,2009,257000
1338,6000,1.5Fin,6,1937,Y,2,0,3,TA,2008,157000
2873,7288,1Story,5,1942,N,1,0,2,TA,2006,102000
924,13360,1Story,5,1921,Y,1,0,2,TA,2009,163500
844,10335,1Story,7,1999,Y,2,0,3,Gd,2009,204000
901,11767,1Story,5,1956,Y,1,0,2,TA,2009,103500
2195,10896,2.5Fin,6,1914,Y,2,0,8,Fa,2007,200000
2081,5400,1Story,5,1958,Y,1,0,3,TA,2007,118000
2774,9100,1Story,7,2000,Y,2,0,3,Gd,2006,235000
2573,7728,SLvl,5,1962,Y,1,0,3,TA,2006,132500
1793,8778,2Story,8,2006,Y,2,1,3,Gd,2007,221300
882,8487,1Story,7,2004,Y,2,0,3,Gd,2009,190000
2791,9930,2Story,7,2002,Y,2,1,3,Gd,2006,222000
297,17500,1Story,7,1959,Y,2,0,3,Ex,2010,335000
509,10206,1Story,8,2008,Y,2,1,3,Gd,2009,257500
1115,14587,1Story,9,2008,Y,2,0,2,Ex,2008,264132
773,7800,1Story,5,1967,Y,1,0,3,Gd,2009,130000
732,4960,1.5Fin,5,1930,Y,2,0,3,TA,2009,137000
1552,7392,1Story,5,1930,Y,1,0,2,TA,2008,99500
226,7424,SFoyer,5,1978,Y,1,0,3,TA,2010,160250
2830,2522,2Story,7,2004,Y,2,0,3,Gd,2006,130000
2238,3672,1Story,5,1922,Y,1,0,2,TA,2007,75200
982,7706,SLvl,6,1993,Y,1,0,2,TA,2009,131250
1265,12929,1Story,6,1960,Y,1,0,3,TA,2008,148000
559,9316,1Story,5,1965,Y,2,0,3,TA,2009,124100
1203,12122,SFoyer,7,1961,Y,1,0,3,Ex,2008,178400
2083,7711,1Story,4,1977,Y,2,0,4,TA,2007,150000
2130,12352,2Story,7,1998,Y,2,1,3,TA,2007,217000
2455,12447,2Story,8,2005,Y,2,1,3,Gd,2006,252000
535,7500,1Story,7,2006,Y,1,1,3,Gd,2009,152000
2019,6120,1.5Unf,7,1929,Y,1,0,2,TA,2007,132000
2655,9576,1.5Fin,6,1945,Y,1,1,3,TA,2006,120000
2391,9942,2Story,9,2005,Y,2,1,3,Ex,2006,338500
154,7898,1Story,4,1920,Y,1,0,2,TA,2010,105000
999,21872,2Story,7,1996,Y,2,1,3,TA,2008,175000
1400,10005,2Story,7,1977,Y,2,1,4,TA,2008,192000
2807,12393,2Story,7,2004,Y,2,1,4,Gd,2006,195000
516,9000,2Story,8,2008,Y,2,1,3,Gd,2009,210000
1753,7875,2Story,7,2003,Y,2,1,4,Gd,2007,211000
734,6000,1.5Fin,4,1936,Y,1,0,3,TA,2009,128000
1209,10175,1Story,6,1964,Y,2,0,3,TA,2008,180500
1994,13600,2Story,5,1900,N,2,0,5,TA,2007,90000
1901,12172,1.5Unf,5,1940,Y,1,0,2,TA,2007,138500
2413,10237,2Story,7,2006,Y,2,1,3,Gd,2006,169985
2630,7000,1Story,5,1961,Y,1,0,3,TA,2006,146000
1428,11228,2Story,7,1993,Y,2,1,3,Gd,2008,228000
1271,8000,1Story,5,1959,Y,1,1,3,Gd,2008,159000
2464,10728,2Story,8,2006,Y,2,1,3,Gd,2006,266000
2653,6000,1.5Fin,5,1924,Y,1,1,5,Gd,2006,139000
1505,6931,1Story,4,1955,N,1,0,2,TA,2008,91900
2110,8760,1Story,8,2006,Y,2,0,3,Gd,2007,212999
2386,16033,1Story,9,2004,Y,2,0,3,Gd,2006,326000
1086,9024,2Story,6,2004,Y,2,1,3,Gd,2008,179000
1574,11563,1Story,8,2006,Y,2,0,3,Gd,2008,294000
406,1680,2Story,6,1972,Y,1,1,2,TA,2009,97000
2757,8760,2Story,7,2006,Y,2,1,3,Gd,2006,239799
2559,9600,1Story,5,1961,Y,1,0,3,TA,2006,161000
1469,4435,1Story,6,2003,Y,1,0,1,Gd,2008,136500
407,1680,2Story,6,1972,Y,1,1,2,Gd,2009,118000
2300,7599,1Story,4,1982,Y,1,0,2,TA,2007,129500
731,7264,1.5Fin,7,1925,N,2,1,3,Ex,2009,205000
2230,32668,1Story,6,1957,Y,3,0,4,TA,2007,200624
1688,11825,1Story,8,2006,Y,2,0,3,Gd,2007,322400
880,10200,1Story,8,2007,Y,2,0,3,Gd,2009,293200
1074,8849,1Story,9,2005,Y,2,0,2,Ex,2008,266000
771,11184,2Story,6,1978,Y,2,1,3,TA,2009,172500
724,8820,1.5Fin,5,1890,Y,1,0,2,TA,2009,124900
730,6615,1Story,6,1923,N,1,0,3,Gd,2009,149000
273,8773,1Story,7,2004,Y,2,0,3,Gd,2010,185500
2793,11088,1Story,8,2002,Y,1,1,1,Gd,2006,220000
1789,9158,1Story,8,2007,Y,2,0,3,Gd,2007,225000
1900,8280,1Story,6,1950,Y,1,0,2,Gd,2007,124000
677,8544,1Story,3,1950,N,2,0,2,TA,2009,92900
747,8635,1Story,5,1925,Y,1,0,2,TA,2009,126500
1038,12735,1Story,4,1972,Y,1,0,3,TA,2008,111250
1763,11000,2Story,8,2000,Y,2,1,4,Gd,2007,248000
1283,7590,1Story,5,1963,Y,1,0,3,TA,2008,136870
2803,4435,1Story,6,2003,Y,1,0,1,Gd,2006,133000
1927,10152,1Story,5,1956,Y,1,0,3,TA,2007,135000
1036,10295,1Story,4,1969,Y,1,0,2,TA,2008,111900
1237,7763,1Story,5,1962,Y,1,0,3,TA,2008,140000
1375,17120,1.5Fin,4,1959,Y,2,0,4,TA,2008,134432
1643,13870,1Story,10,2006,Y,2,0,3,Ex,2007,455000
2453,10120,2Story,8,1994,Y,2,1,4,Gd,2006,290000
2129,10820,2Story,7,1999,Y,2,1,3,Gd,2007,235500
2640,9600,1.5Fin,6,1900,Y,1,0,3,Gd,2006,156500
2437,8121,2Story,6,2000,Y,2,1,3,TA,2006,172400
1123,11639,1Story,7,2007,Y,2,0,3,Gd,2008,182000
2398,13758,1Story,9,2005,Y,2,0,2,Gd,2006,372397
1420,9771,2Story,6,1995,Y,2,1,4,Gd,2008,260000
2693,9000,1Story,5,1919,N,1,0,2,Gd,2006,72000
1370,10320,2Story,3,1915,N,2,0,3,TA,2008,82375
392,10448,SLvl,6,1972,Y,2,1,3,TA,2009,158000
1351,8635,1.5Fin,5,1948,Y,1,0,2,TA,2008,127000
246,11980,1Story,7,1987,Y,1,1,1,Gd,2010,270000
802,12327,1.5Fin,8,1983,Y,1,1,1,Gd,2009,316600
1404,11512,SLvl,6,1959,Y,1,0,2,Ex,2008,177000
803,14684,1Story,7,1990,Y,2,0,3,Gd,2009,271900
1595,2665,2Story,5,1976,Y,1,1,3,TA,2008,115000
1319,5250,2Story,8,1872,N,2,0,4,TA,2008,122000
2231,18044,1Story,8,1986,Y,2,1,2,Gd,2007,315000
2162,9245,2Story,7,2006,Y,2,1,3,Gd,2007,213500
2622,7200,1Story,5,1950,Y,1,0,2,TA,2006,109500
1300,6000,1Story,5,1948,Y,1,0,2,TA,2008,115000
2505,3628,1Story,7,2004,Y,1,1,1,Gd,2006,176400
582,9156,1Story,6,1968,Y,2,0,3,Gd,2009,185750
1458,9066,2Story,8,1999,Y,2,1,3,Gd,2008,230000
281,6410,1Story,4,1958,Y,1,0,3,TA,2010,90000
1499,63887,2Story,10,2008,Y,2,1,3,Ex,2008,160000
2298,7244,SFoyer,5,1970,Y,1,0,2,TA,2007,129500
2580,10152,1Story,6,1956,Y,1,0,3,TA,2006,153000
568,3000,2Story,6,2009,Y,2,1,2,Gd,2009,173733
1807,7500,1Story,6,2006,Y,1,1,3,TA,2007,146000
129,17360,1.5Fin,6,1949,Y,2,0,3,TA,2010,172500
2294,15957,SLvl,6,1977,Y,2,0,3,TA,2007,188000
1860,9600,1Story,6,1976,Y,2,0,3,TA,2007,181500
839,10667,2Story,7,1996,Y,2,1,3,Gd,2009,212000
2349,10530,2Story,7,1978,Y,2,1,4,TA,2006,188900
1903,5000,1Story,3,1946,N,1,0,2,Gd,2007,64500
234,17082,2Story,6,1978,Y,2,1,4,Gd,2010,230000
2172,16287,1.5Fin,5,1925,Y,1,0,3,TA,2007,122000
2588,11050,1Story,5,1956,Y,1,0,2,TA,2006,133500
1289,10440,1.5Fin,6,1920,Y,2,0,5,TA,2008,256000
1596,2665,2Story,5,1976,Y,2,0,4,TA,2008,129500
264,10389,1Story,8,2003,Y,2,1,3,Gd,2010,318000
451,9658,1Story,8,2006,Y,2,0,3,Gd,2009,255900
536,7500,1Story,6,2004,Y,1,1,3,Gd,2009,143500
43,14122,1Story,8,2005,Y,2,0,3,Ex,2010,259000
2223,21000,1Story,6,1953,Y,2,0,3,Gd,2007,217000
2009,8737,1.5Fin,6,1923,Y,1,1,3,TA,2007,210000
394,8750,1Story,5,1970,Y,1,0,3,TA,2009,148500
1738,8499,2Story,6,2006,Y,2,1,3,Gd,2007,156932
1196,11072,1Story,5,1965,Y,2,0,6,TA,2008,145000
828,6762,1Story,7,2007,Y,2,0,2,Gd,2009,200000
1694,15431,1Story,10,2005,Y,2,1,2,Ex,2007,450000
571,3230,2Story,6,1999,Y,2,1,3,TA,2009,172500
1192,10800,2Story,6,1974,Y,2,1,4,TA,2008,240000
1806,11143,2Story,8,2004,Y,3,0,4,Gd,2007,340000
962,8925,1Story,8,2007,Y,2,0,3,Gd,2009,201000
2142,10356,1Story,5,1975,Y,1,1,3,TA,2007,122000
1648,12299,1Story,7,1978,Y,2,0,3,Gd,2007,213000
618,9900,1Story,6,1967,Y,1,0,2,TA,2009,175000
2108,6762,1Story,7,2007,Y,2,0,2,Gd,2007,195400
772,11625,1Story,5,1967,Y,1,1,3,TA,2009,113500
2672,6435,1.5Fin,6,1939,Y,1,0,3,Fa,2006,140200
2492,8450,1Story,5,1968,Y,1,0,3,TA,2006,116000
2903,11577,1Story,9,2005,Y,2,0,3,Ex,2006,359900
2783,8340,2Story,6,1977,Y,1,1,3,TA,2006,157500
786,10708,1Story,5,1955,Y,1,0,2,TA,2009,190000
740,6911,1Story,5,1924,Y,1,0,2,Fa,2009,100000
2546,8800,1Story,6,1964,Y,1,0,3,TA,2006,160000
851,10739,1Story,7,2002,Y,2,0,3,Gd,2009,203000
1833,9572,2Story,8,1990,Y,2,1,4,Gd,2007,302000
76,8012,1Story,6,1980,Y,2,0,2,TA,2010,143000
2151,16226,2Story,8,1998,Y,2,1,4,Gd,2007,267000
1880,10899,1Story,4,1964,N,2,0,2,TA,2007,103000
2907,4500,1Story,6,1998,Y,2,0,2,TA,2006,153500
1831,16647,SFoyer,5,1975,Y,2,0,3,TA,2007,171000
2836,8707,1.5Fin,4,1924,N,1,1,4,TA,2006,107000
1955,8300,1Story,6,1968,Y,1,0,3,TA,2007,128500
1926,9770,1Story,5,1957,Y,1,0,2,TA,2007,116000
2924,17400,1Story,5,1977,Y,2,0,3,TA,2006,160000
1003,5070,1Story,8,1992,Y,2,0,2,Gd,2008,180000
1667,7920,1Story,5,1970,Y,1,0,3,Ex,2007,133000
2905,7020,SFoyer,7,1997,Y,2,0,2,TA,2006,215000
921,7500,2Story,6,1942,Y,1,0,3,Gd,2009,177500
1780,10612,1Story,8,2006,Y,2,0,3,Gd,2007,215000
746,6120,1.5Fin,5,1938,Y,2,0,3,TA,2009,150000
254,12376,2Story,7,1990,Y,3,0,5,Gd,2010,320000
606,10004,1Story,6,1964,Y,1,1,3,TA,2009,167000
2703,8250,1Story,5,1935,N,1,0,2,TA,2006,125000
1306,12205,1Story,3,1949,Y,2,0,5,TA,2008,65000
2102,11175,1Story,7,2007,Y,2,0,3,Gd,2007,200141
1784,9965,1Story,7,2007,Y,3,2,3,Gd,2007,235876
941,8660,2Story,5,1900,N,2,0,5,Gd,2009,123000
2699,12375,1.5Fin,5,1951,Y,1,0,3,TA,2006,137500
2127,8070,1Story,4,1994,Y,1,0,3,TA,2007,123600
2607,8658,1Story,6,1965,Y,2,0,3,TA,2006,160000
1754,8063,2Story,6,2000,Y,2,1,3,TA,2007,181000
1367,8235,1Story,5,1955,Y,1,0,2,TA,2008,125000
580,11700,2Story,6,1968,Y,1,1,4,TA,2009,154000
341,12961,2Story,6,1993,Y,2,1,3,Gd,2010,231000
26,8450,1Story,5,1968,Y,1,0,3,TA,2010,142000
2667,22950,2.5Fin,10,1892,Y,2,1,4,Ex,2006,475000
2884,5748,1Story,8,2005,Y,2,0,2,Ex,2006,375000
28,10500,1Story,4,1971,Y,1,0,3,TA,2010,115000
531,7500,1Story,7,2004,Y,2,0,2,Gd,2009,185000
2189,10042,1.5Fin,6,1920,Y,1,0,2,TA,2007,108500
2508,2544,2Story,7,2005,Y,2,1,2,Gd,2006,147400
573,3768,2Story,7,1999,Y,2,1,3,Gd,2009,156000
1363,10320,1.5Fin,5,1915,Y,2,0,2,TA,2008,120000
487,9734,SLvl,7,2004,Y,2,1,3,Gd,2009,167000
1083,3182,1Story,7,2005,Y,2,0,2,Gd,2008,191000
1620,8872,SLvl,6,1997,Y,2,1,3,TA,2007,161500
1929,12198,1Story,5,1955,Y,1,0,3,TA,2007,130000
1820,8480,1Story,5,1963,Y,1,0,2,TA,2007,132500
1398,10200,SLvl,5,1970,Y,1,0,3,Gd,2008,144000
2177,9555,2Story,5,1979,Y,2,1,5,TA,2007,141000
2144,7200,1Story,4,1972,Y,1,0,3,Gd,2007,117000
2697,6780,1.5Fin,6,1935,N,1,0,2,TA,2006,84500
1403,53227,1Story,4,1954,Y,1,0,2,Gd,2008,256000
596,9100,1Story,5,1965,Y,1,0,2,TA,2009,117500
922,9600,1.5Fin,5,1940,Y,1,1,2,TA,2009,160000
2065,14175,1Story,5,1956,Y,1,0,3,TA,2007,187000
1710,14277,2Story,8,2003,Y,2,1,3,Gd,2007,350000
1034,9000,2Story,5,1974,Y,2,2,4,TA,2008,133000
1057,13693,1Story,8,2007,Y,2,1,4,Ex,2008,417500
470,3635,1Story,7,2007,Y,2,0,1,Gd,2009,175900
819,10933,1Story,9,2009,Y,1,1,1,Ex,2009,323262
2160,8450,1Story,7,2003,Y,2,0,3,Gd,2007,185000
2552,8550,1Story,6,1934,Y,1,0,2,TA,2006,129800
41,12182,1Story,7,2005,Y,2,0,3,Gd,2010,220000
742,6120,1.5Fin,4,1935,Y,1,0,3,Gd,2009,133000
686,10800,1.5Fin,4,1949,Y,2,0,4,TA,2009,133500
314,12760,1Story,6,1976,Y,3,0,5,TA,2010,170000
1630,7655,2Story,6,1993,Y,2,1,3,TA,2007,168000
191,10560,2Story,6,1922,Y,1,1,2,TA,2010,140750
1626,7500,2Story,6,1999,Y,3,1,5,TA,2007,204000
59,9505,2Story,7,2001,Y,2,1,3,Gd,2010,222500
2632,10205,SFoyer,5,1962,Y,1,0,3,TA,2006,134500
1835,4379,1Story,8,2004,Y,2,0,2,Gd,2007,214000
2675,7800,1.5Fin,5,1939,Y,1,0,3,TA,2006,119900
1503,12108,1Story,4,1955,N,2,0,4,Fa,2008,118000
1963,7000,1Story,5,1960,Y,1,0,2,TA,2007,135000
1352,13053,1.5Fin,6,1923,Y,1,1,4,Gd,2008,207000
1519,8400,1.5Fin,6,1925,Y,2,0,4,TA,2008,136500
1305,6000,1Story,4,1954,Y,1,0,2,TA,2008,107900
2014,6240,1.5Fin,6,1938,Y,1,1,3,TA,2007,126000
1,31770,1Story,6,1960,Y,1,0,3,TA,2010,215000
1052,12474,2Story,10,2007,Y,2,1,3,Ex,2008,426000
622,9600,1Story,5,1950,Y,1,0,3,Gd,2009,147000
913,8574,1Story,6,1916,Y,1,0,3,Gd,2009,147500
1058,14418,1Story,9,2007,Y,2,0,2,Ex,2008,383000
2348,10400,1Story,7,1988,Y,2,0,3,TA,2006,241500
1527,15564,1.5Fin,6,1914,Y,1,0,3,TA,2008,147500
1011,13543,2Story,8,2005,Y,3,1,5,Ex,2008,355000
1332,6130,1.5Unf,5,1924,Y,1,0,2,Gd,2008,109500
709,5925,1Story,2,1940,N,1,0,1,TA,2009,45000
209,24090,2Story,7,1940,Y,2,0,4,TA,2010,244400
619,9600,1Story,6,1953,Y,1,0,3,TA,2009,167000
2150,8158,2Story,7,2002,Y,2,1,3,Gd,2007,200000
2704,5220,1Story,5,1936,Y,1,0,2,TA,2006,80000
2839,8172,1Story,5,1955,Y,1,0,2,TA,2006,115000
1242,9000,1Story,6,1956,Y,1,0,2,TA,2008,139000
2714,7844,2Story,6,1978,Y,1,1,3,TA,2006,149500
799,9084,2Story,4,1940,Y,1,0,4,TA,2009,108000
1260,10800,2Story,4,1900,N,2,0,3,TA,2008,106250
2107,8556,1Story,7,2006,Y,2,0,2,Gd,2007,194000
2486,9100,1Story,5,1962,Y,1,0,3,TA,2006,129500
1911,8668,1Story,5,1968,Y,2,0,4,TA,2007,126000
896,11767,1Story,5,1950,Y,1,0,3,TA,2009,120000
272,8400,1Story,7,2004,Y,2,0,3,Gd,2010,213000
2521,3874,1Story,8,1980,Y,1,0,1,Gd,2006,190000
2324,8076,1Story,6,1993,Y,2,0,3,TA,2006,183500
1953,10090,SLvl,7,1963,Y,2,0,4,TA,2007,172000
887,8877,1Story,4,1938,Y,1,0,2,TA,2009,100000
1479,11058,1Story,7,2007,Y,2,0,3,Gd,2008,218836
1317,10800,1.5Fin,6,1905,N,2,0,3,TA,2008,163000
1750,10936,1Story,7,2006,Y,2,1,3,Gd,2007,206580
2815,8461,2Story,6,2005,Y,2,1,3,Gd,2006,163990
2692,7518,2Story,5,1910,Y,1,0,3,TA,2006,116500
1090,8010,2Story,7,2002,Y,2,1,3,Gd,2008,188000
1912,10050,SFoyer,5,1966,Y,2,0,3,TA,2007,175000
1634,4740,1Story,8,1988,Y,2,0,2,TA,2007,182000
1974,6978,1Story,5,1926,Y,1,0,2,TA,2007,103000
1764,11400,1Story,10,2001,Y,2,1,2,Ex,2007,466500
634,9240,1Story,6,1959,Y,2,0,3,Gd,2009,149500
1683,2304,1Story,7,1978,Y,2,0,2,TA,2007,142500
2199,7223,1Story,5,1926,Y,1,0,3,TA,2007,136500
2789,3612,2Story,6,1993,Y,2,1,3,TA,2006,137000
1018,12680,1Story,7,1988,Y,2,0,2,Ex,2008,226500
14,10176,1Story,7,1990,Y,1,1,2,Gd,2010,171500
2782,10780,SLvl,5,1976,Y,1,0,3,TA,2006,132500
2626,8544,1Story,3,1949,N,2,0,2,TA,2006,87500
1175,10646,2Story,7,2001,Y,2,1,3,TA,2008,223000
1232,8400,1Story,6,1962,Y,1,1,3,Gd,2008,174000
2590,15428,1Story,5,1951,Y,1,0,2,TA,2006,142000
2463,11216,1Story,8,2006,Y,2,0,3,Gd,2006,232600
2358,10140,1Story,6,1974,Y,1,1,3,Gd,2006,181000
2911,3964,2Story,6,1973,Y,2,1,5,TA,2006,151400
1699,11428,1Story,8,2006,Y,2,0,3,Gd,2007,250000
115,10421,2Story,7,1988,Y,2,1,3,TA,2010,196500
1998,13500,2.5Unf,7,1879,Y,2,0,3,TA,2007,185000
589,9000,1Story,6,1969,Y,1,0,3,TA,2009,113000
1641,8089,1Story,8,2007,Y,2,0,2,Gd,2007,392000
2821,9400,SFoyer,6,1975,Y,2,0,4,TA,2006,127500
1846,2117,2Story,6,2000,Y,2,1,3,Gd,2007,177000
1805,10625,2Story,6,2004,Y,2,1,4,Gd,2007,265000
1853,8413,2Story,8,1998,Y,2,1,3,Gd,2007,312500
1321,13500,2.5Unf,10,1893,Y,3,1,3,Gd,2008,325000
564,15676,1Story,8,1980,Y,2,0,2,Gd,2009,275000
1771,9950,2Story,7,1995,Y,2,1,4,Gd,2007,290000
90,15410,1Story,6,1974,Y,2,0,3,TA,2010,169000
2684,6000,1Story,5,1921,Y,1,0,2,TA,2006,89000
13,8402,2Story,6,1998,Y,2,1,3,TA,2010,180400
445,10655,1Story,8,2003,Y,2,0,3,Gd,2009,284000
1914,10150,1Story,5,1958,Y,1,0,2,TA,2007,114500
2811,10084,1Story,7,2005,Y,2,0,3,Gd,2006,212900
850,16285,1Story,7,2001,Y,2,0,3,Gd,2009,187100
1844,3230,2Story,6,1999,Y,2,1,2,TA,2007,176000
2225,21579,1Story,6,1968,Y,2,0,3,TA,2007,215000
1477,8320,2Story,7,2004,Y,2,1,3,Gd,2008,185900
399,6960,1Story,4,1970,Y,1,0,3,Gd,2009,120500
2431,21930,2Story,5,2005,Y,2,1,4,TA,2006,192140
1605,6600,1Story,5,1982,Y,1,0,3,Gd,2008,130500
897,8405,1.5Fin,4,1945,N,2,0,4,TA,2009,98000
1426,11778,1Story,9,2008,Y,2,0,3,Ex,2008,475000
2240,8967,1Story,5,1920,Y,1,0,2,TA,2007,67000
1706,10562,2Story,8,2007,Y,1,1,3,Ex,2007,325624
2252,12864,1Story,7,2002,Y,1,1,1,Gd,2007,245000
1136,13695,1Story,5,2004,Y,1,1,3,Gd,2008,159000
1877,10289,1Story,5,1965,Y,1,1,3,TA,2007,156000
424,15431,1Story,10,2008,Y,2,0,2,Ex,2009,555000
1182,11120,1Story,6,1984,Y,2,0,3,TA,2008,162500
2750,9069,SFoyer,6,1993,Y,2,0,2,Gd,2006,224500
1016,47280,1Story,6,1950,Y,2,1,3,TA,2008,133000
2436,7875,2Story,7,2003,Y,2,1,3,Gd,2006,180000
1607,6600,1Story,5,1982,Y,1,0,3,Gd,2008,134500
2337,13682,2Story,10,2006,Y,3,1,3,Gd,2006,438780
1233,9150,SLvl,6,1962,Y,1,0,3,TA,2008,165000
419,7150,1Story,5,1967,Y,1,0,3,TA,2009,100000
633,12285,1Story,7,1960,Y,1,1,3,TA,2009,176000
2722,17920,1Story,5,1955,Y,1,1,3,TA,2006,170000
469,3684,1Story,7,2007,Y,2,0,2,Gd,2009,174000
1365,7006,1.5Fin,6,1925,Y,2,0,3,TA,2008,127000
1098,8390,2Story,7,1999,Y,2,1,3,TA,2008,185900
711,5784,1Story,5,1938,Y,1,0,2,TA,2009,91300
2808,9135,1Story,6,2003,Y,2,0,3,Gd,2006,200000
1959,10496,1.5Fin,6,1949,Y,2,0,3,TA,2007,143000
2720,13650,1.5Fin,5,1958,Y,2,0,4,Gd,2006,172500
2170,8308,1Story,4,1963,Y,1,0,2,TA,2007,110000
603,9450,1Story,4,1957,Y,1,0,3,TA,2009,140000
2113,9317,1Story,6,2006,Y,2,0,3,Gd,2007,176432
1146,7153,1Story,6,1991,Y,2,0,3,Gd,2008,179200
2105,8814,1Story,7,2005,Y,2,0,3,Gd,2007,203000
1786,9849,1Story,7,2007,Y,2,0,3,Gd,2007,248328
961,14463,1Story,9,2008,Y,2,0,3,Ex,2009,316500
1405,5190,1.5Fin,7,1948,Y,1,0,2,TA,2008,125600
1324,9750,1Story,5,1959,Y,1,0,2,Fa,2008,110000
1986,6000,1Story,4,1920,Y,1,0,2,Fa,2007,108500
307,8712,1Story,5,1952,N,1,0,2,Fa,2010,55993
180,11851,1.5Fin,5,1948,Y,1,0,3,Gd,2010,129000
2896,13811,1Story,6,1987,Y,2,0,2,Gd,2006,176000
668,10143,1Story,6,1963,Y,1,1,3,TA,2009,154000
1582,18265,1Story,6,1986,Y,2,0,3,Gd,2008,180000
2285,4224,1Story,5,1976,Y,1,1,3,TA,2007,134000
2079,12615,1Story,6,1950,Y,2,0,4,Gd,2007,243000
2272,14536,1Story,8,2002,Y,2,0,3,Gd,2007,270000
2250,9187,1Story,6,1983,Y,1,1,3,TA,2007,134000
502,9900,2Story,7,1993,Y,2,1,4,Gd,2009,260000
2166,8333,2Story,7,2006,Y,2,1,3,Gd,2007,168675
1622,10147,SLvl,6,1994,Y,2,1,3,TA,2007,160000
1299,5914,1.5Fin,5,1890,Y,1,0,3,Gd,2008,95000
832,11646,2Story,6,2005,Y,2,1,3,Gd,2009,173000
2470,7200,1Story,7,2006,Y,2,0,2,Gd,2006,187750
1017,20544,2Story,7,1986,Y,2,1,3,TA,2008,215000
1384,9981,1Story,5,1967,Y,1,0,3,TA,2008,120000
1790,8251,1Story,7,2005,Y,2,0,3,Gd,2007,249000
2530,10140,1Story,7,1967,Y,2,0,3,TA,2006,164500
2893,8239,1Story,7,1986,Y,2,0,2,Gd,2006,230000
2027,5700,2Story,7,1929,N,1,1,3,Gd,2007,140000
683,7200,1Story,5,1952,Y,1,0,2,TA,2009,118900
823,9178,1Story,8,2008,Y,2,0,3,Gd,2009,239900
2374,4043,1Story,6,1975,Y,2,0,2,TA,2006,146300
1594,4224,1Story,5,1975,Y,1,0,3,TA,2008,124000
2049,11235,SFoyer,5,1963,Y,1,0,3,TA,2007,130000
1813,8450,1Story,7,2000,Y,2,0,3,TA,2007,179000
365,11851,1Story,7,1990,Y,2,0,3,TA,2009,180500
176,4608,1Story,4,1945,Y,1,0,2,TA,2010,80000
510,9262,1Story,8,2008,Y,2,0,3,Ex,2009,287090
1326,12702,1Story,5,1956,Y,1,0,2,TA,2008,97000
2423,2938,1Story,7,2002,Y,2,0,2,Gd,2006,246990
1631,18160,1Story,6,1964,Y,1,0,3,TA,2007,154204
1263,11355,1Story,7,1958,Y,1,1,3,TA,2008,186000
1046,1680,2Story,5,1972,Y,2,1,3,TA,2008,111750
47,14300,1Story,9,2003,Y,2,1,3,Ex,2010,500000
1424,10616,2Story,7,2007,Y,2,1,3,Gd,2008,177439
429,11308,2Story,9,2008,Y,2,1,3,Ex,2009,335000
1031,10480,2Story,7,1976,Y,2,1,4,TA,2008,205000
1635,5118,1Story,8,1990,Y,1,0,1,Gd,2007,212000
309,3811,1Story,8,2004,Y,2,0,2,Gd,2010,246000
1020,10825,1Story,7,1983,Y,2,0,3,TA,2008,181900
178,5500,1.5Fin,5,1929,Y,1,0,3,TA,2010,130000
1975,9600,2Story,5,1910,Y,2,0,2,TA,2007,132000
2096,9317,2Story,7,1994,Y,2,1,3,Gd,2007,220000
865,11838,1Story,8,2001,Y,2,0,3,Ex,2009,236500
385,8004,2Story,8,2009,Y,2,1,3,TA,2009,263435
1362,6876,1.5Fin,6,1938,Y,2,0,4,TA,2008,141000
1091,8396,2Story,7,2003,Y,2,1,4,Gd,2008,213000
317,9803,1Story,7,2009,Y,2,0,2,Gd,2010,179781
1076,6240,1Story,8,2006,Y,2,0,2,Gd,2008,234250
1573,15498,1Story,8,1976,Y,2,0,2,Gd,2008,287000
